Label,Seat tube length,Teeth on chainring 0,Wheel diameter front,Saddle height,Stack,Seat tube diameter,Head tube length textfield,Dropout spacing
1,586,46,685,833,582.6,31.8,165.6,135
1,573.8,53,675,735,565.6,28.6,130.7,130
1,585,50,674,810,598,31.8,190.2,130
2,480,32,745,790,657.7,31.8,120,135
2,480,32,745,790,657.7,31.8,120,135
2,480,32,745,790,657.7,31.8,120,135
1,665.9,48,699,815,564.9,30,156,135
1,660.3,48,699,815,564.9,30,156,135
1,660.3,48,699,815,564.9,30,156,135
1,607,53,674,746,565.6,31.8,170,130
1,444.9,53,674,618,565.6,31.8,192.1,130
2,389,32,736,733,625.6,32.7,103.7,142
2,510,32,750,805,662.4,32.7,120.1,142
2,510,32,750,805,667,32.7,130.9,142
1,577.9,50,685,718,590,31.8,170.3,135
1,698.6,52,674,880,565.6,31.8,366.7,130
1,570,52,674,855,660,31.8,273.3,130
1,570,53,674,760,565.6,30,146.8,130
2,483,32,736,735,610,34.9,149.4,142
1,687.2,53,680,860,687,31.8,267.8,125
1,555,48,689,760,529.7,31.8,174.6,130
2,483,32,736,735,610,34.9,149.4,142
2,500,32,790,810,647.2,32.7,181.4,148
2,500,32,724,740,615.7,32.7,120.1,135
1,540,34,688,770,618.1,32.4,177.2,170
1,415.1,53,674,520,601.9,31.8,149.9,130
1,641.2,52,682,740,529,31.8,115,130
1,579,51,672,704,565.6,28.6,136,123
1,579,52,672,704,565.6,28.6,136,123
1,487,53,680,715,565.6,28.6,105.6,130
1,515.2,53,674,718,565.6,31.8,145,130
1,581.2,53,676,747,558,31.8,148.1,130
2,460,32,745,740,658,35,167.1,142
2,440,32,735,735,629.9,35,100,148
1,550,53,674,845,630,31.8,223.3,130
1,530.7,53,674,718,565.6,31.8,145,130
1,468,56,680,768,483.6,42,104.3,130
2,440,32,736,734,640,32.7,101.6,142
1,579,52,672,704,565.6,28.6,136,123
1,579,52,672,704,565.6,28.6,136,123
1,532.6,50,670,665,565.6,28.6,120,126
1,480,53,674,725,530,31.8,134,130
1,532.6,50,670,665,565.6,28.6,120,126
1,645.6,53,674,795,620,28,201.4,130
1,639.2,53,674,795,620,28.5,201.4,130
1,639.2,53,674,795,620,28.5,201.4,130
1,547.6,53,680,718,565.6,31.8,133,130
1,547.6,50,680,718,565.6,31.8,133,130
1,577.7,48,649,700,565.6,28.6,134.7,115
1,547.6,53,680,718,565.6,31.8,133,130
1,566.8,53,680,723,565.6,31.8,117.5,130
1,483.5,53,674,660,565.6,31.8,57,130
1,582.2,53,674,718,565.6,31.8,150.1,130
1,520,60,674,745,535,31.8,126.1,130
1,508.8,50,685,652,565.6,31.8,107.1,130
2,444.5,32,723,740,565.6,32.7,105,135
1,745.4,32,1067,989,700,31.8,176.3,130
1,522.3,50,674,730,548,33.6,136,130
1,520,42,680,761,579,31.8,159.6,130
1,631.8,48,670,835,623.7,31.8,178.5,135
2,599.8,32,680,751,565.6,32.7,160,135
2,457.2,34,670,700,612.5,28.6,130,142
1,583.5,52,670,743,565.6,28.6,149.9,130
1,540,52,667,749,565.6,31.8,157.2,130
1,510,50,674,760,568.8,34.9,155,130
1,510,50,674,760,568.8,34.9,155,130
2,450,30,715,780,637,32.7,125.1,142
2,420,32,710,720,597,35,109.8,142
2,420,32,710,720,597,35,110,142
2,533,44,670,760,600,31.8,185.3,130
2,533,44,670,720,594.6,31.8,147.1,130
2,490,32,736,733,623.7,32.7,108.8,135
2,411.7,34,736,700,579.2,38.8,88,148
1,508.9,53,674,720,565.6,31.8,160.6,142
2,445,32,592,600,565.6,32.7,120.1,142
1,631,50,685,760,591.4,35,183.2,130
1,643,53,685,815,610.6,31.8,195.2,130
2,460,32,745,740,658,35,159.9,142
2,460,32,745,740,658,35,159.9,142
1,533,50,674,760,577,31.8,169.8,130
1,491.6,53,674,742,534,31.8,135,130
1,596,52,674,760,563,50,151.2,130
1,596,52,674,760,563,50,151.2,130
2,350,32,716,770,620,32.7,139.3,148
1,558.6,50,680,698,565.6,28.6,134.3,115
1,538.3,53,674,718,552,31.8,140,130
1,597.2,53,674,800,540,31.8,139,130
1,558.1,48,649,715,565.6,28.6,130.3,115
1,538.1,53,674,718,514,31.8,95,130
2,465,32,736,794,655,35,145.2,135
2,415,32,670,504,565.6,45.7,110.1,142
1,517.7,53,674,720,565.6,31.8,160.6,142
1,558.9,50,680,698,565.6,28.6,134,115
2,500,32,750,770,655,35,123.4,135
2,310,22,670,400,555,31.6,95,142
2,485,32,734,810,640,35,112.8,142
2,415,32,736,704,565.6,32.7,105.1,142
1,616.5,36,689,733,625.5,28.8,163.5,142
1,602.8,46,674,718,563,25.7,147.3,130
2,570,32,723,734,565.6,32.7,120.1,142
2,570,42,659,734,565.6,32.7,120.1,142
2,567,42,659,734,565.6,29,120.5,142
2,567,42,670,734,565.6,29,120.5,142
2,567,42,670,786,565.6,29,120.5,142
2,380,32,710,720,598.9,35,95,142
1,550,53,486,740,492.5,31.8,250,130
1,550,53,486,740,500,31.8,280.4,130
1,584.3,53,689,775,565.6,29,145.7,130
